shipment_id,order_id,shipment_date,delivery_date,carrier,tracking_number,shipment_status,shipping_cost
SHP00011640,O00013399,2026-02-18,2026-02-20,Delhivery,TRK85465731320,Delivered,0.00
SHP00011641,O00013400,2025-12-28,,Delhivery,TRK99296375971,Processing,149.00
SHP00011642,O00013401,2025-10-08,,BlueDart,TRK86205388682,In Transit,149.00
SHP00011643,O00013402,2026-05-23,2026-05-26,Delhivery,TRK88195959134,Delivered,99.00
SHP00011644,O00013403,2024-09-22,2024-09-23,Delhivery,TRK47406013085,Delivered,79.00
SHP00011645,O00013404,2025-01-25,,Delhivery,TRK42376630888,In Transit,99.00
SHP00011646,O00013405,2024-07-09,2024-07-12,DHL,TRK89445710976,Delivered,149.00
SHP00011647,O00013406,2024-04-10,2024-04-14,India Post,TRK58747608995,Delivered,149.00
SHP00011648,O00013408,2024-09-06,,DHL,TRK61958071850,In Transit,0.00
SHP00011649,O00013409,2024-10-13,2024-10-19,India Post,TRK70137208823,Delivered,49.00
SHP00011650,O00013411,2025-10-31,2025-11-02,DHL,TRK72876264714,Delivered,149.00
SHP00011651,O00013412,2026-01-25,,FedEx,TRK38391754743,Processing,49.00
SHP00011652,O00013413,2024-08-27,2024-08-28,Delhivery,TRK75579331520,Delivered,79.00
BADSHIP11653,O00013414,2024-10-26,2024-10-28,dhl,TRK42269778066,Delivered,99.00
SHP00011654,O00013415,2025-12-20,,DTDC,TRK47399137716,Processing,149.00
SHP00011655,O00013417,2024-02-12,,DHL,TRK22902480395,Processing,0.00
SHP00011656,O00013418,2025-04-30,2025-05-05,DHL,TRK83639833644,Delivered,149.00
SHP00011657,O00013419,2024-04-20,2024-04-21,India Post,TRK76914892589,Delivered,99.00
SHP00011658,O00013420,2025-10-02,2025-10-08,DHL,TRK72410644925,Delivered,79.00
SHP00011659,O00013421,2025-01-25,2025-01-28,India Post,TRK81850954161,Delivered,99.00
SHP00011660,O00013422,2026-03-24,2026-03-30,FedEx,TRK79758741796,Delivered,49.00
SHP00011661,O00013423,2024-04-15,,DTDC,TRK23156120129,Processing,79.00
SHP00011662,O00013424,2025-07-09,,BlueDart,TRK67045929568,Processing,0.00
SHP00011663,O00013425,2025-10-07,2025-10-13,BlueDart,TRK60531236279,Delivered,79.00
SHP00011664,O00013426,2024-01-02,2024-01-07,DTDC,TRK73937536353,Delivered,149.00
SHP00011665,O00013428,2025-05-15,,DTDC,TRK32032780206,In Transit,79.00
SHP00011666,O00013429,2024-10-23,2024-10-29,DTDC,TRK18715101017,Delivered,99.00
SHP00011667,O00013430,2026-04-04,2026-04-06,India Post,TRK26979895177,Delivered,99.00
SHP00011668,O00013431,2025-07-12,2025-07-18,Delhivery,TRK13956448151,Delivered,149.00
SHP00011669,O00013432,2025-07-24,,DTDC,TRK89357028912,In Transit,49.00
SHP00011670,O00013433,2024-04-29,,India Post,TRK73729883338,In Transit,99.00
SHP00011671,O00013434,2025-07-06,,DTDC,TRK42625727539,Processing,49.00
SHP00011672,O00013435,2026-03-03,2026-03-06,India Post,TRK29110271707,Delivered,99.00
SHP00011673,O00013436,2024-12-03,,DHL,TRK35840203694,In Transit,0.00
SHP00011674,O00013437,2025-06-25,2025-07-01,DHL,TRK36535175642,Delivered,0.00
SHP00011675,O00013438,2025-12-07,2025-12-09,DHL,TRK27545993986,Delivered,79.00
SHP00011676,O00013439,2024-03-06,2024-03-13,DTDC,TRK98407428541,Delivered,99.00
SHP00011677,O00013440,2025-09-22,2025-09-23,DTDC,TRK91097644198,Delivered,99.00
SHP00011678,O00013441,2025-12-26,,Delhivery,TRK87114932254,Processing,79.00
SHP00011679,O00013442,2025-10-15,,FedEx,TRK80905897725,In Transit,79.00
SHP00011680,O00013443,2025-05-27,2025-06-01,BlueDart,TRK17918501191,Delivered,99.00
SHP00011681,O00013444,2024-11-01,2024-11-07,BlueDart,TRK80893842721,Delivered,149.00
SHP00011682,O00013445,2025-08-19,2025-08-21,DTDC,TRK24713517790,Delivered,79.00
SHP00011683,O00013446,2024-09-29,2024-10-05,DTDC,TRK16782401518,Delivered,99.00
SHP00011684,O00013447,2025-04-17,2025-04-19,DTDC,TRK59033742473,Delivered,149.00
SHP00011685,O00013448,2024-12-27,,FedEx,TRK44993338625,In Transit,99.00
SHP00011686,O00013449,2024-11-13,2024-11-14,FedEx,TRK86003207388,Delivered,99.00
SHP00011687,O00013450,2025-01-13,,BlueDart,TRK12739516312,In Transit,79.00
SHP00011688,O00013451,2025-05-26,2025-05-27,BlueDart,TRK17283794703,Delivered,0.00
SHP00011689,O00013453,2024-02-12,,India Post,TRK74941569212,Processing,0.00
SHP00011690,O00013454,2025-12-04,2025-12-02,Delhivery,TRK33552554604,Delivered,149.00
SHP00011691,O00013455,2024-09-13,2024-09-19,BlueDart,TRK40145223368,Delivered,0.00
SHP00011692,O00013456,2024-02-29,2024-03-07,FedEx,TRK27897348451,Delivered,79.00
SHP00011693,O00013457,2026-06-09,2026-06-13,FedEx,TRK92589032760,Delivered,99.00
SHP00011694,O00013458,2025-04-15,,India Post,TRK63614755558,In Transit,0.00
SHP00011695,O00013460,2024-09-29,2024-09-30,DTDC,TRK99983773847,Delivered,79.00
SHP00011696,O00013462,2024-02-20,2024-02-27,dhl,TRK82032539258,Delivered,49.00
SHP00011697,O00013464,2025-11-10,2025-11-14,BlueDart,TRK14541992585,Delivered,49.00
SHP00011698,O00013465,2025-06-07,2025-06-11,DTDC,TRK52554574821,Delivered,49.00
SHP00011699,O00013466,2025-03-05,2025-03-11,BlueDart,TRK23853621189,Delivered,0.00
SHP00011700,O00013467,2024-05-24,2024-05-26,DTDC,TRK56659087456,Delivered,99.00
SHP00011701,O00013468,2025-10-21,,India Post,TRK58102649278,In Transit,79.00
SHP00011702,O00013469,2025-02-08,2025-02-14,India Post,TRK28168595229,Delivered,99.00
SHP00011703,O00013470,2026-01-31,,India Post,TRK83065788667,Processing,99.00
SHP00011704,O00013472,2025-05-27,2025-06-02,DHL,TRK66924520052,Delivered,0.00
SHP00011705,O00013473,2026-07-01,2026-07-02,India Post,TRK44361313745,Delivered,79.00
SHP00011706,O00013474,2025-06-30,2025-07-02,Delhivery,TRK13486749216,Delivered,149.00
SHP00011707,O00013475,2026-03-15,,India Post,TRK28844234716,Processing,0.00
SHP00011708,O00013476,2024-08-19,2024-08-23,BlueDart,TRK38531820923,Delivered,79.00
SHP00011709,O00013477,2025-12-28,,India Post,TRK86444874394,In Transit,99.00
SHP00011710,O00013478,2025-01-03,2025-01-06,India Post,TRK36947222424,Delivered,79.00
SHP00011711,O99999999,2025-03-01,2025-03-06,DHL,TRK78371232191,Delivered,0.00
SHP00011712,O00013480,2024-04-22,,DTDC,TRK50777090370,In Transit,79.00
SHP00011713,O00013481,2025-05-28,,DHL,TRK59304063541,Processing,0.00
SHP00011714,O00013483,2026-01-22,,FedEx,TRK38817512788,In Transit,99.00
SHP00011715,O00013484,2025-12-15,2025-12-22,FedEx,TRK75226803752,Delivered,0.00
SHP00011716,O00013486,2026-01-12,,BlueDart,TRK81141983849,In Transit,99.00
SHP00011717,O00013487,2025-03-03,2025-03-07,DHL,TRK47845926335,Delivered,79.00
SHP00011718,O00013488,2024-01-17,,FedEx,TRK11529178139,Processing,99.00
SHP00011719,O00013489,2026-03-19,,BlueDart,TRK70757247614,In Transit,79.00
SHP00011720,O00013490,2025-03-15,2025-03-21,DHL,TRK25018315517,Delivered,79.00
SHP00011721,O00013491,2024-06-07,,FedEx,TRK31816586602,In Transit,49.00
SHP00011722,O00013493,2025-11-26,,Delhivery,TRK78386430307,Processing,99.00
SHP00011723,O00013495,2025-01-31,,India Post,TRK87904093034,Processing,149.00
SHP00011724,O00013496,2024-04-14,2024-04-17,DHL,TRK34185989963,Delivered,79.00
SHP00011725,O00013498,2025-04-04,2025-04-05,BlueDart,TRK94225554459,Delivered,149.00
SHP00011726,O00013499,2024-03-12,,DTDC,TRK27380765717,In Transit,79.00
SHP00011727,O00013500,2025-07-07,2025-07-10,India Post,TRK62992940317,Delivered,99.00
SHP00011728,O00013501,2024-11-24,,India Post,TRK47308988065,Processing,0.00
SHP00011729,O00013502,2026-02-09,2026-02-13,India Post,TRK41545222786,Delivered,149.00
SHP00011730,O00013503,2024-04-02,,India Post,TRK64560209929,In Transit,49.00
SHP00011731,O00013504,2025-04-15,2025-04-20,BlueDart,TRK14001123761,Delivered,79.00
SHP00011732,O00013505,2026-05-12,2026-05-15,Delhivery,TRK97648663709,Delivered,0.00
SHP00011733,O00013506,2024-08-26,2024-08-27,DHL,TRK62483364302,Delivered,99.00
SHP00011734,O00013507,2025-07-06,,FedEx,TRK99568264380,Processing,0.00
SHP00011735,O00013508,2024-11-09,,India Post,TRK21173957051,In Transit,49.00
SHP00011736,O00013509,2025-08-09,,India Post,TRK18410172563,In Transit,49.00
SHP00011737,O00013510,2025-01-30,,Delhivery,TRK87754194757,Processing,149.00
SHP00011738,O00013511,2026-03-24,,DHL,TRK41761471607,Processing,99.00
SHP00011739,O00013512,2025-06-10,2025-06-14,india post,TRK26366511130,Delivered,79.00
SHP00011740,O00013513,2026-02-24,2026-02-28,India Post,TRK50275122459,Delivered,99.00
SHP00011741,O00013515,2025-11-20,,BlueDart,TRK52355803881,In Transit,99.00
SHP00011742,O00013516,2024-08-16,2024-08-19,BlueDart,TRK35340629810,Delivered,149.00
SHP00011743,O00013517,2024-10-24,,India Post,TRK92013451644,Processing,149.00
SHP00011744,O00013518,2024-01-28,2024-02-01,DHL,TRK75829177626,Delivered,79.00
SHP00011745,O00013519,2024-11-03,2024-11-10,Delhivery,TRK97509933199,Delivered,0.00
SHP00011746,O00013520,2026-02-09,2026-02-11,BlueDart,TRK18837976246,Delivered,0.00
SHP00011747,O00013521,2024-06-20,2024-06-22,India Post,TRK61357928458,Delivered,0.00
SHP00011748,O00013522,2025-03-05,2025-03-07,Delhivery,TRK59682227837,Delivered,79.00
SHP00011749,O00013523,2025-05-05,,India Post,TRK44453466890,Processing,0.00
SHP00011750,O00013524,2025-08-09,,BlueDart,TRK12768508676,Processing,49.00
SHP00011751,O00013525,2025-11-25,,FedEx,TRK17618652051,Processing,149.00
SHP00011752,O00013526,2024-11-22,2024-11-23,DHL,TRK72589382823,Delivered,0.00
SHP00011753,O00013527,2025-05-23,,DTDC,TRK71737726352,In Transit,79.00
SHP00011754,O00013528,2026-03-25,,DHL,TRK38225949841,In Transit,79.00
SHP00011755,O00013529,2024-05-12,,DHL,TRK11138458092,Processing,0.00
SHP00011756,O00013530,2025-08-27,,India Post,TRK26232157738,In Transit,0.00
SHP00011757,O00013531,2024-12-25,2024-12-27,FedEx,TRK99011272837,Delivered,149.00
SHP00011758,O00013532,2025-05-18,,DTDC,TRK59315310754,Processing,49.00
SHP00011759,O00013533,2025-09-25,2025-10-02,FedEx,TRK56917998549,Delivered,49.00
SHP00011760,O00013534,2024-07-25,2024-07-26,India Post,TRK44075217148,Delivered,99.00
SHP00011761,O00013535,2024-05-26,2024-06-02,DHL,TRK95994731068,Delivered,99.00
SHP00011762,O00013536,2025-08-10,2025-08-16,DTDC,TRK11073691521,Delivered,49.00
SHP00011763,O00013537,2025-12-07,,DTDC,TRK32538218385,Processing,79.00
SHP00011764,O00013538,2026-06-18,2026-06-22,DHL,TRK43034825054,Delivered,49.00
SHP00011765,O00013540,2025-03-07,,BlueDart,TRK90871203320,In Transit,79.00
SHP00011766,O00013541,2025-08-18,,FedEx,TRK29058104027,In Transit,99.00
SHP00011767,O00013542,2026-01-14,2026-01-15,India Post,TRK43898554484,Delivered,99.00
SHP00011768,O00013543,2025-01-22,2025-01-25,India Post,TRK11605954059,Delivered,49.00
SHP00011769,O00013544,2024-12-17,2024-12-20,BlueDart,TRK25201678504,Delivered,149.00
SHP00011770,O00013545,2025-01-30,,Delhivery,TRK19362875889,Processing,79.00
SHP00011771,O00013546,2025-03-18,,DTDC,TRK84783211716,In Transit,79.00
SHP00011772,O00013547,2025-10-21,2025-10-27,DHL,TRK36025564024,Delivered,79.00
SHP00011773,O00013548,2026-05-06,2026-05-11,FedEx,TRK89286158920,LOST??,0.00
SHP00011774,O00013550,2024-04-09,2024-04-13,FedEx,TRK72106527353,Delivered,149.00
SHP00011775,O00013551,2024-09-15,2024-09-20,FedEx,TRK25986087960,Delivered,149.00
SHP00011776,O00013553,2026-01-05,2026-01-09,Delhivery,TRK71357772073,Delivered,0.00
SHP00011777,O00013554,2024-09-10,2024-09-11,India Post,TRK19703502667,Delivered,49.00
SHP00011778,O00013555,2025-08-04,,India Post,TRK11815087618,Processing,0.00
SHP00011779,O00013557,2024-07-19,,FedEx,TRK50909116336,Processing,79.00
SHP00011780,O00013558,2024-02-11,2024-02-15,Delhivery,TRK79551107360,Delivered,99.00
SHP00011781,O00013559,2026-01-19,2026-01-25,India Post,TRK92491603757,Delivered,99.00
SHP00011782,O00013560,2024-06-27,,fedex,TRK61282554054,In Transit,49.00
SHP00011783,O00013564,2024-05-21,2024-05-27,BlueDart,TRK82983184024,Delivered,0.00
SHP00011784,O00013565,2024-11-22,2024-11-23,BlueDart,TRK95568009039,Delivered,99.00
SHP00011785,O00013566,2025-01-12,,FedEx,TRK11047054931,Processing,79.00
SHP00011786,O00013567,2024-08-21,,Delhivery,TRK92131139552,In Transit,0.00
SHP00011787,O00013568,2026-01-20,2026-01-23,Delhivery,TRK64069992558,Delivered,79.00
SHP00011788,O00013569,2026-03-11,,Delhivery,TRK83520823233,In Transit,99.00
SHP00011789,O00013570,2025-04-17,2025-04-19,BlueDart,TRK40501830964,Delivered,149.00
SHP00011790,O00013571,2024-03-13,2024-03-16,DTDC,TRK25202425683,Delivered,0.00
SHP00011791,O00013572,2026-05-13,2026-05-14,FedEx,TRK32175498647,Delivered,49.00
SHP00011792,O00013573,2024-09-17,2024-09-20,Delhivery,TRK19432480145,Delivered,149.00
SHP00011793,O00013574,2025-09-18,,India Post,TRK18636827362,In Transit,79.00
SHP00011794,O00013575,2025-10-07,,India Post,TRK94520211499,Processing,79.00
SHP00011795,O00013576,2024-02-02,,BlueDart,TRK10114506945,Processing,149.00
SHP00011796,O00013577,2024-12-23,,BlueDart,TRK61667386027,In Transit,79.00
SHP00011797,O00013578,2025-05-13,2025-05-18,FedEx,TRK13221448982,Delivered,0.00
SHP00011798,O00013579,2024-03-29,,FedEx,TRK53971196547,Processing,0.00
SHP00011799,O00013580,2024-02-11,2024-02-16,DHL,TRK35713691441,Delivered,49.00
SHP00011800,O00013581,2025-02-26,,India Post,TRK46510805370,Processing,0.00
SHP00011801,O00013582,2024-07-05,2024-07-08,BlueDart,TRK45631653310,Delivered,79.00
SHP00011802,O00013584,2024-10-31,2024-11-06,DHL,TRK45767834374,Delivered,0.00
SHP00011803,O00013585,2024-11-09,2024-11-15,DTDC,TRK86164773750,Delivered,0.00
SHP00011804,O00013586,2024-06-23,,DHL,TRK84805515042,Processing,49.00
SHP00011805,O00013587,2025-09-16,,DHL,TRK41084861307,In Transit,149.00
SHP00011806,O00013588,2025-09-27,,India Post,TRK93017661232,In Transit,0.00
SHP00011807,O00013589,2024-06-02,2024-06-09,DHL,TRK38658154551,Delivered,49.00
SHP00011808,O00013590,2025-06-03,2025-06-04,DHL,TRK93908651683,Delivered,79.00
SHP00011809,O00013591,2024-11-06,,DHL,TRK13632194835,In Transit,149.00
SHP00011810,O00013592,2026-02-24,,BlueDart,TRK37510658272,In Transit,49.00
SHP00011811,O00013593,2025-04-02,2025-04-07,DHL,TRK86802513020,Delivered,149.00
SHP00011812,O00013594,2024-09-06,2024-09-10,FedEx,TRK27551751155,Delivered,149.00
SHP00011813,O00013595,2025-11-16,2025-11-22,Delhivery,TRK16000327949,Delivered,79.00
SHP00011814,O00013597,2025-03-13,,BlueDart,,In Transit,79.00
SHP00011815,O00013598,2026-01-11,,DTDC,TRK98747292856,In Transit,0.00
SHP00011816,O00013599,2026-01-22,2026-01-28,BlueDart,TRK98550551580,Delivered,-25.00
SHP00011817,O00013600,2025-08-28,2025-09-01,DHL,TRK21488319889,Delivered,49.00
SHP00011818,O00013601,2024-05-19,2024-05-25,Delhivery,TRK54104634211,Delivered,49.00
SHP00011819,O00013602,invalid_date,,Delhivery,TRK22637123349,In Transit,0.00
SHP00011820,O00013603,2024-07-25,2024-07-30,DHL,TRK74814682661,Delivered,79.00
SHP00011821,O00013604,2026-06-04,,FedEx,TRK84184741198,In Transit,99.00
SHP00011822,O00013605,2025-09-20,,DTDC,TRK14346751764,In Transit,49.00
SHP00011823,O00013607,2025-11-17,2025-11-24,BlueDart,TRK28981855160,Delivered,149.00
SHP00011824,O00013608,2026-01-10,2026-01-13,DTDC,TRK40613286429,Delivered,0.00
SHP00011825,O00013610,2025-12-27,,dtdc,TRK72589872065,In Transit,49.00
SHP00011826,O00013612,2024-05-11,,Delhivery,TRK77439751199,In Transit,0.00
SHP00011827,O00013613,2025-08-18,2025-08-25,India Post,TRK65210246240,Delivered,0.00
SHP00011828,O00013615,2024-01-08,2024-01-10,India Post,TRK25029072807,Delivered,99.00
SHP00011829,O00013617,2025-03-13,,BlueDart,TRK70810129862,In Transit,99.00
SHP00011830,O00013618,2025-03-10,2025-03-12,DHL,TRK67572753160,Delivered,99.00
SHP00011831,O00013619,2024-06-03,2024-06-09,FedEx,TRK65011682752,Delivered,149.00
SHP00011832,O00013621,2025-05-12,,Delhivery,TRK61035865594,Processing,0.00
SHP00011833,O00013622,2025-03-15,2025-03-17,FedEx,TRK67389146305,Delivered,49.00
SHP00011834,O00013623,2025-08-03,2025-08-04,BlueDart,TRK82595959226,Delivered,99.00
SHP00011835,O00013624,2025-10-08,2025-10-09,DHL,TRK57453801671,Delivered,49.00
SHP00011836,O00013625,2024-04-09,2024-04-13,India Post,TRK78566375180,Delivered,49.00
SHP00011837,O00013626,2025-03-14,2025-03-18,India Post,TRK59303321705,Delivered,49.00
SHP00011838,O00013627,2025-07-09,2025-07-16,India Post,TRK52734747252,Delivered,0.00
SHP00011839,O00013628,2025-09-22,,Delhivery,TRK34150808274,In Transit,49.00
SHP00011840,O00013630,2024-11-19,2024-11-25,India Post,TRK36922415666,Delivered,149.00
SHP00011841,O00013632,2026-04-30,2026-05-06,FedEx,TRK40309262916,Delivered,49.00
SHP00011842,O00013633,2025-12-28,2026-01-01,Delhivery,TRK55130822253,Delivered,79.00
SHP00011843,O00013634,2024-02-06,,DTDC,TRK68312430430,In Transit,99.00
SHP00011844,O00013636,2025-05-11,,FedEx,TRK42171082138,Processing,79.00
SHP00011845,O00013637,2024-11-27,2024-11-28,Delhivery,TRK50060146495,Delivered,49.00
SHP00011846,O00013638,2025-12-02,,DHL,TRK46231779276,In Transit,49.00
SHP00011847,O00013640,2024-06-25,2024-06-29,DHL,TRK97580128450,Delivered,79.00
SHP00011848,O00013641,2025-09-26,,India Post,TRK18139528742,In Transit,0.00
SHP00011849,O00013642,2024-02-12,2024-02-19,DTDC,TRK93336045654,Delivered,79.00
SHP00011850,O00013643,2024-05-25,2024-05-27,FedEx,TRK71856208244,Delivered,99.00
SHP00011851,O00013644,2024-08-04,,DTDC,TRK70964837720,In Transit,49.00
SHP00011852,O00013645,2025-01-13,2025-01-14,FedEx,TRK28513763413,Delivered,49.00
SHP00011853,O00013646,2024-05-29,2024-05-30,India Post,TRK61781457515,Delivered,99.00
SHP00011854,O00013647,2024-10-01,,DHL,TRK57952936119,Processing,0.00
SHP00011855,O00013648,2025-07-21,2025-07-26,FedEx,TRK81924696512,Delivered,49.00
SHP00011856,O00013649,2024-07-05,2024-07-08,DHL,TRK31539139948,Delivered,79.00
SHP00011857,O00013650,2026-03-21,2026-03-19,DHL,TRK98060279194,Processing,49.00
SHP00011858,O00013651,2024-11-15,2024-11-18,Delhivery,TRK56129482595,Delivered,79.00
SHP00011859,O00013652,2025-12-19,2025-12-22,India Post,TRK88590001880,Delivered,149.00
SHP00011860,O00013653,2026-01-25,2026-01-26,India Post,TRK30360118870,Delivered,99.00
SHP00011861,O00013654,2024-12-15,2024-12-18,DTDC,TRK12058815134,Delivered,0.00
SHP00011862,O00013655,2024-11-17,,Delhivery,TRK77309579939,Processing,0.00
SHP00011863,O00013656,2025-08-20,2025-08-25,BlueDart,TRK87416726372,Delivered,79.00
SHP00011864,O00013657,2026-03-26,2026-03-29,India Post,TRK54721635670,Delivered,99.00
SHP00011865,O00013658,2025-12-07,,BlueDart,TRK37314164740,Processing,49.00
SHP00011866,O00013659,2026-05-22,2026-05-29,BlueDart,TRK53571110256,Delivered,149.00
SHP00011867,O00013660,2026-05-06,2026-05-10,BlueDart,TRK64498155695,Delivered,149.00
SHP00011868,O00013661,2025-05-02,2025-05-06,dtdc,TRK28678961757,Delivered,0.00
SHP00011869,O00013662,2024-08-02,2024-08-03,DHL,TRK90665591330,Delivered,149.00
SHP00011870,O00013663,2026-05-08,2026-05-11,DHL,TRK16376378508,Delivered,99.00
SHP00011871,O00013664,2025-08-16,2025-08-20,FedEx,TRK61127300075,Delivered,49.00
SHP00011872,O00013665,2025-06-25,2025-06-26,India Post,TRK35031851680,Delivered,79.00
SHP00011873,O00013666,2025-08-29,,DTDC,TRK49082381243,In Transit,0.00
SHP00011874,O00013668,2024-08-06,2024-08-09,FedEx,TRK19687895939,Delivered,149.00
SHP00011875,O00013669,2026-06-17,2026-06-19,BlueDart,TRK93338374409,Delivered,49.00
SHP00011876,O00013670,2024-01-24,2024-01-26,India Post,TRK16972743752,Delivered,149.00
SHP00011877,O00013671,2024-05-28,2024-05-29,BlueDart,TRK74815726438,Delivered,149.00
SHP00011878,O00013672,2025-04-29,2025-05-05,Delhivery,TRK10479953694,Delivered,99.00
SHP00011879,O00013673,2024-03-13,2024-03-17,BlueDart,TRK59393243074,Delivered,0.00
SHP00011880,O00013674,2024-02-21,2024-02-26,BlueDart,TRK95303315297,Delivered,149.00
SHP00011881,O00013675,2024-06-28,2024-06-30,BlueDart,TRK52602710748,Delivered,149.00
SHP00011882,O00013676,2024-07-30,,DTDC,TRK82646352740,In Transit,99.00
SHP00011883,O00013677,2026-04-27,2026-05-04,DHL,TRK19290333536,Delivered,0.00
SHP00011884,O00013678,2024-07-03,,DHL,TRK39646334278,Processing,79.00
SHP00011885,O00013679,2024-07-26,2024-08-02,DHL,TRK32835090836,Delivered,99.00
SHP00011886,O00013680,2024-12-31,2025-01-02,DTDC,TRK39485772430,Delivered,49.00
SHP00011887,O00013681,2024-12-28,2025-01-03,DHL,TRK35922695748,Delivered,149.00
SHP00011888,O00013683,2024-12-07,2024-12-10,FedEx,TRK54030034991,Delivered,99.00
SHP00011889,O00013686,2025-04-03,2025-04-10,DHL,TRK22962687772,Delivered,79.00
SHP00011890,O00013687,2024-11-12,,India Post,TRK26925613105,Processing,99.00
SHP00011891,O00013688,2024-02-10,,FedEx,TRK58757010953,In Transit,0.00
SHP00011892,O00013689,2024-11-26,,India Post,TRK42031506390,In Transit,79.00
SHP00011893,O00013690,2024-03-02,,DHL,TRK18360150681,In Transit,49.00
SHP00011894,O00013691,2024-07-02,2024-07-03,BlueDart,TRK87770517611,Delivered,0.00
SHP00011895,O00013692,2024-01-20,2024-01-27,DHL,TRK15292469977,Delivered,0.00
SHP00011896,O00013693,2024-01-02,,DHL,TRK73744123704,Processing,0.00
SHP00011897,O00013694,2025-06-04,,BlueDart,TRK17766223722,In Transit,79.00
SHP00011898,O00013695,2024-01-19,,DHL,TRK82226603318,In Transit,99.00
SHP00011899,O00013696,2024-03-02,2024-03-05,DHL,TRK23716050202,Delivered,0.00
SHP00011900,O00013697,2025-10-15,2025-10-21,India Post,TRK55552679184,Delivered,49.00
SHP00011901,O00013698,2026-02-22,2026-02-26,FedEx,TRK31087040850,Delivered,0.00
SHP00011902,O00013699,2026-02-16,,FedEx,TRK14305400896,In Transit,149.00
SHP00011903,O00013700,2025-07-18,2025-07-20,Delhivery,TRK34830993640,Delivered,149.00
